Time,theta_x,theta_y,PWM_PX,PWM_NX,PWM_PY,PWM_NY,PWM_real_PX,PWM_real_NX,PWM_real_PY,PWM_real_NY
1495.00,-9.73,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1611.00,-9.73,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1678.00,-9.73,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1744.00,-9.73,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1811.00,-9.73,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1878.00,-10.30,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1945.00,-10.30,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
2013.00,-10.30,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
2080.00,-10.30,-15.51,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
2148.00,-10.30,-14.98,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
2215.00,-10.30,-14.98,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2282.00,-10.30,-14.98,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2349.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2415.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2482.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2548.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2615.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2681.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2748.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2814.00,-10.30,-14.01,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2881.00,-9.69,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2946.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3010.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3075.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3139.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3204.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3268.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3333.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3397.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3462.00,-8.89,-14.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3526.00,-8.89,-14.51,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3593.00,-8.89,-14.51,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3659.00,-8.89,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3726.00,-9.45,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3792.00,-9.45,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3859.00,-9.45,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3926.00,-9.45,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3992.00,-9.45,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
4059.00,-9.45,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
4125.00,-8.88,-15.24,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
4192.00,-8.88,-15.24,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4258.00,-8.88,-15.24,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4325.00,-8.88,-15.24,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4391.00,-9.53,-14.49,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4458.00,-9.53,-14.49,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4525.00,-10.26,-14.49,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4592.00,-10.26,-14.49,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4660.00,-11.63,-14.49,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4727.00,-12.55,-13.49,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4795.00,-12.55,-12.98,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4862.00,-12.55,-12.98,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
4930.00,-13.23,-12.98,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
4998.00,-13.96,-12.39,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5065.00,-14.56,-12.39,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5133.00,-14.56,-12.39,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5200.00,-15.11,-13.23,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5268.00,-15.11,-13.73,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5336.00,-16.19,-13.73,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5403.00,-17.03,-13.73,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5471.00,-17.74,-13.73,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5538.00,-17.74,-14.90,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5606.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5673.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5741.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5809.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5876.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5944.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
6011.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
6079.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
6147.00,-18.57,-15.62,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
6214.00,-18.57,-15.62,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6282.00,-18.57,-15.62,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6349.00,-18.57,-16.37,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6417.00,-18.57,-16.37,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6484.00,-18.57,-16.37,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6552.00,-18.57,-16.89,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6620.00,-19.46,-17.54,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6687.00,-20.25,-17.54,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6755.00,-20.95,-18.17,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6822.00,-20.95,-18.17,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6891.00,-21.76,-18.69,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
6957.00,-22.49,-18.69,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7023.00,-23.12,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7090.00,-23.12,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7156.00,-23.12,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7223.00,-22.48,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7289.00,-22.48,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7356.00,-22.48,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7422.00,-22.48,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7489.00,-21.18,-19.29,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7557.00,-20.63,-19.29,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7623.00,-20.63,-19.29,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7691.00,-20.63,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7758.00,-20.63,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7826.00,-20.63,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7894.00,-20.63,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7961.00,-20.01,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
8029.00,-20.01,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
8096.00,-20.01,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
8164.00,-20.01,-18.75,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
8232.00,-20.01,-18.75,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8299.00,-20.01,-18.75,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8367.00,-20.01,-18.75,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8434.00,-20.01,-18.75,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8502.00,-20.78,-18.75,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8569.00,-21.52,-18.75,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8637.00,-22.25,-18.15,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8705.00,-22.25,-18.15,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8772.00,-23.09,-17.48,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8840.00,-23.87,-16.09,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8908.00,-24.98,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
8974.00,-25.76,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9040.00,-25.76,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9107.00,-25.76,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9174.00,-25.76,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9240.00,-25.26,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9307.00,-24.63,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9373.00,-24.63,-14.88,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9440.00,-24.63,-15.73,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9506.00,-23.48,-15.73,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9574.00,-23.48,-15.73,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9639.00,-22.80,-15.73,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9706.00,-22.12,-15.73,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9773.00,-22.12,-15.73,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9839.00,-22.12,-14.51,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9906.00,-22.12,-14.51,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9972.00,-22.12,-13.29,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
10039.00,-22.12,-12.67,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
10106.00,-22.12,-12.67,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
10174.00,-22.72,-11.59,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
10243.00,-22.72,-10.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10308.00,-22.72,-10.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10375.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10440.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10506.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10571.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10637.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10702.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10768.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10833.00,-22.72,-9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10900.00,-22.17,-9.37,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10966.00,-22.17,-9.37,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11032.00,-22.17,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11099.00,-22.82,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11165.00,-23.90,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11232.00,-24.74,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11298.00,-24.74,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11365.00,-25.55,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11431.00,-26.32,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11498.00,-27.37,-9.87,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11566.00,-28.65,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11631.00,-30.13,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11698.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11764.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11831.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11897.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11964.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12030.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12097.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12164.00,-31.14,-10.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12231.00,-30.36,-10.97,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12299.00,-30.36,-10.97,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12367.00,-30.36,-10.37,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12436.00,-30.36,-9.40,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12504.00,-31.30,-9.40,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12571.00,-31.30,-9.40,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12639.00,-32.09,-8.57,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12706.00,-32.74,-7.85,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12774.00,-33.46,-7.08,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12841.00,-34.34,-6.26,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12910.00,-35.23,-5.65,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12978.00,-36.34,-5.09,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13045.00,-38.40,-4.27,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13113.00,-40.85,-3.45,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13180.00,-42.87,-2.93,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13248.00,-45.39,-2.19,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13316.00,-48.82,-0.74,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13383.00,-51.82,0.51,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13450.00,-53.91,1.15,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13516.00,-56.34,2.28,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13583.00,-59.52,4.03,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13648.00,-62.12,5.08,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13714.00,-63.02,5.08,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13779.00,-63.02,4.48,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13845.00,-62.23,4.48,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13911.00,-62.23,3.42,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13976.00,-62.23,2.68,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
14042.00,-62.23,1.97,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
14106.00,-61.61,1.46,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
14172.00,-61.61,0.94,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
14238.00,-61.61,0.28,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14303.00,-61.04,0.28,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14368.00,-61.04,0.28,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14434.00,-60.34,0.28,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14499.00,-60.34,0.28,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14565.00,-59.29,-1.00,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14631.00,-58.76,-1.57,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14698.00,-58.76,-1.57,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14765.00,-58.09,-1.57,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14831.00,-57.27,-1.57,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14899.00,-57.27,-1.57,0.00,11.00,0.00,8.00,0.00,0.00,0.00,28.00
14965.00,-56.49,-1.57,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15034.00,-55.64,-2.15,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15102.00,-55.64,-2.74,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15171.00,-56.26,-2.74,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15241.00,-56.86,-2.74,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15309.00,-57.48,-3.85,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15378.00,-58.23,-5.41,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15447.00,-58.87,-6.50,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15515.00,-58.87,-7.01,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15584.00,-59.82,-7.56,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15650.00,-60.90,-8.41,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15717.00,-62.64,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15783.00,-64.94,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15850.00,-67.38,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15917.00,-69.80,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15983.00,-72.61,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
16050.00,-75.82,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
16116.00,-78.92,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
16183.00,-81.64,-9.15,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
16249.00,-84.37,-9.15,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16317.00,-87.03,-9.80,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16385.00,-89.01,-9.80,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16452.00,-90.37,-10.60,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16521.00,-91.62,-11.76,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16589.00,-92.79,-13.06,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16658.00,-93.77,-14.36,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16727.00,-94.94,-15.74,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16795.00,-96.08,-16.84,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16864.00,-97.17,-17.80,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
16932.00,-98.62,-19.23,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17000.00,-99.75,-20.53,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17068.00,-99.75,-20.53,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17135.00,-99.75,-19.99,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17203.00,-99.75,-19.18,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17270.00,-99.75,-18.14,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17338.00,-98.96,-17.42,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17405.00,-98.96,-16.50,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17473.00,-98.96,-15.35,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17541.00,-98.39,-14.74,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
17608.00,-98.39,-14.17,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
17676.00,-97.84,-13.33,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
17743.00,-97.84,-13.33,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
17811.00,-98.54,-13.33,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
17879.00,-99.24,-13.33,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
17946.00,-99.24,-13.33,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
18014.00,-100.08,-12.80,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
18082.00,-101.00,-12.80,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
18151.00,-102.27,-12.80,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
18220.00,-103.54,-12.80,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
18289.00,-104.98,-12.80,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
18358.00,-106.94,-12.80,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
18427.00,-109.07,-12.80,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
18497.00,-111.35,-12.80,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00

38567.00,-98.60,-14.23,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38624.00,-64.32,-16.64,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38688.00,-39.46,-18.28,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38757.00,-37.47,-18.28,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38825.00,-42.08,-17.71,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38894.00,-44.49,-17.71,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38963.00,-44.49,-17.71,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
39032.00,-44.49,-17.71,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
39101.00,-45.42,-17.71,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
39170.00,-46.25,-17.71,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
39238.00,-47.03,-17.71,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39307.00,-47.97,-17.71,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39375.00,-48.91,-18.25,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39444.00,-48.91,-18.25,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39513.00,-49.52,-19.23,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39581.00,-49.52,-19.23,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39650.00,-50.43,-19.23,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39718.00,-50.43,-19.91,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39787.00,-51.20,-19.91,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39856.00,-51.77,-20.74,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39924.00,-52.67,-20.74,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39992.00,-53.42,-21.86,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40059.00,-53.42,-21.86,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40127.00,-53.42,-22.44,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40195.00,-53.42,-22.44,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40262.00,-53.42,-23.10,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40330.00,-53.42,-23.10,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40397.00,-52.77,-23.78,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40465.00,-52.77,-23.78,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40532.00,-52.77,-23.78,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
40600.00,-52.13,-24.69,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40668.00,-52.13,-24.69,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40735.00,-52.13,-25.35,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40803.00,-52.13,-25.35,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40870.00,-52.13,-25.35,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40938.00,-51.15,-25.35,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
41006.00,-51.15,-25.35,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
41073.00,-51.15,-25.35,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
41141.00,-50.19,-24.64,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
41208.00,-49.43,-24.64,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
41277.00,-49.43,-24.64,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
41344.00,-48.83,-24.64,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
