Time,theta_x,theta_y,PWM_PX,PWM_NX,PWM_PY,PWM_NY,PWM_real_PX,PWM_real_NX,PWM_real_PY,PWM_real_NY
447996.00,-77.44,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448065.00,-77.44,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448134.00,-77.44,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448202.00,-78.03,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448271.00,-78.86,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448339.00,-79.41,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448408.00,-80.00,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448477.00,-81.11,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448545.00,-82.24,-32.84,0.00,1.00,0.00,0.00,0.00,20.00,0.00,0.00
448615.00,-83.26,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
448684.00,-84.37,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
448752.00,-84.37,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
448821.00,-84.37,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
448889.00,-84.37,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
448958.00,-84.37,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
449027.00,-84.37,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
449095.00,-83.80,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
449164.00,-83.80,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
449232.00,-83.26,-32.84,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
449301.00,-83.26,-32.84,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449371.00,-83.26,-32.84,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449440.00,-83.26,-32.84,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449510.00,-84.03,-32.08,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449580.00,-84.03,-32.08,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449649.00,-85.66,-31.28,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449719.00,-87.41,-31.28,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449788.00,-89.05,-30.49,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449858.00,-90.81,-29.24,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449928.00,-93.08,-28.64,0.00,5.00,5.00,0.00,0.00,27.00,27.00,0.00
449998.00,-95.27,-28.64,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450066.00,-96.72,-27.87,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450135.00,-96.72,-26.62,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450203.00,-96.72,-26.05,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450272.00,-96.72,-26.05,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450340.00,-96.72,-26.97,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450409.00,-96.72,-26.97,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450479.00,-95.27,-26.45,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450547.00,-94.71,-26.45,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450616.00,-94.71,-27.02,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
450684.00,-94.01,-27.02,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
450753.00,-93.04,-27.96,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
450822.00,-93.04,-27.96,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
450890.00,-93.04,-27.96,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
450959.00,-92.31,-28.81,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
451027.00,-92.31,-29.40,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
451096.00,-92.31,-30.13,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
451165.00,-91.78,-31.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
451233.00,-91.78,-31.79,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
451302.00,-91.78,-32.45,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
451371.00,-91.78,-33.14,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451440.00,-91.78,-33.99,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451510.00,-91.78,-34.88,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451579.00,-92.35,-35.70,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451649.00,-92.35,-36.57,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451719.00,-93.46,-37.94,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451788.00,-94.34,-39.70,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451858.00,-95.11,-41.06,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451928.00,-96.00,-42.25,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
451997.00,-97.47,-44.09,0.00,5.00,0.00,5.00,0.00,27.00,0.00,24.00
452068.00,-99.41,-46.39,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452135.00,-101.14,-48.29,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452205.00,-101.94,-49.83,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452276.00,-101.94,-51.60,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452345.00,-101.94,-53.62,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452415.00,-101.94,-55.85,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452485.00,-101.94,-58.22,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452554.00,-101.94,-60.32,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452624.00,-101.94,-62.18,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452694.00,-101.94,-64.31,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
452763.00,-101.24,-66.63,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
452834.00,-101.24,-68.56,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
452904.00,-101.24,-70.21,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
452975.00,-100.70,-72.25,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453046.00,-100.70,-74.51,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453116.00,-100.70,-76.31,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453187.00,-100.70,-78.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453258.00,-100.70,-80.25,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453328.00,-100.13,-82.66,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453399.00,-100.13,-84.76,0.00,0.00,0.00,11.00,0.00,0.00,0.00,23.00
453471.00,-100.13,-86.87,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453540.00,-100.13,-89.36,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453610.00,-100.13,-92.18,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453680.00,-100.13,-95.39,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453749.00,-100.13,-98.87,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453819.00,-100.13,-102.22,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453890.00,-100.13,-105.46,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
453960.00,-99.59,-108.68,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
454030.00,-99.59,-111.98,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00

474100.00,-90.86,-100.39,0.00,0.00,11.00,0.00,0.00,0.00,29.00,0.00
474157.00,-70.56,-67.43,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474223.00,-56.21,-42.99,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474292.00,-54.87,-40.23,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474360.00,-57.18,-43.85,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474429.00,-58.30,-45.68,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474498.00,-58.30,-45.68,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474566.00,-58.30,-45.07,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474635.00,-57.53,-45.07,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474703.00,-57.53,-45.07,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
474773.00,-57.53,-45.07,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
474841.00,-57.53,-45.07,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
474909.00,-57.53,-45.07,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
474978.00,-58.24,-45.07,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475046.00,-58.24,-45.07,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475115.00,-59.15,-44.57,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475184.00,-59.15,-44.57,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475252.00,-59.86,-44.57,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475321.00,-60.37,-44.57,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475389.00,-60.37,-45.08,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
475459.00,-61.33,-45.08,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475528.00,-61.33,-45.08,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475598.00,-62.12,-45.08,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475668.00,-62.93,-43.95,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475738.00,-63.90,-43.12,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475807.00,-64.52,-43.12,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475877.00,-65.18,-43.12,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
475947.00,-66.35,-43.12,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
476016.00,-67.54,-42.04,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
476086.00,-68.27,-42.04,0.00,6.00,4.00,0.00,0.00,28.00,25.00,0.00
476155.00,-68.96,-42.04,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476224.00,-70.05,-41.10,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476293.00,-70.88,-40.13,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476361.00,-70.88,-40.13,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476430.00,-70.88,-40.13,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476498.00,-70.37,-40.13,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476567.00,-70.37,-39.60,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476636.00,-70.37,-38.64,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476704.00,-70.37,-37.27,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476773.00,-70.37,-36.64,0.00,0.00,6.00,0.00,0.00,0.00,28.00,0.00
476843.00,-70.37,-36.64,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
476910.00,-70.37,-35.38,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
476979.00,-70.37,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477047.00,-70.37,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477116.00,-69.78,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477185.00,-69.78,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477253.00,-69.22,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477322.00,-67.97,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477390.00,-67.97,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477459.00,-67.97,-34.37,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
477529.00,-67.40,-34.90,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
477597.00,-66.14,-34.90,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
477666.00,-64.96,-34.90,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
477734.00,-64.05,-34.90,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
477803.00,-64.05,-34.90,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
477872.00,-64.05,-35.45,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
477940.00,-64.05,-35.45,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
478009.00,-62.30,-35.45,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
478077.00,-62.30,-35.45,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
478146.00,-63.27,-35.45,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
478215.00,-63.79,-35.45,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478284.00,-63.11,-35.97,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478354.00,-62.32,-36.61,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478424.00,-62.32,-36.61,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478493.00,-63.05,-37.31,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478563.00,-63.75,-37.31,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478632.00,-64.48,-38.55,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478702.00,-65.09,-39.13,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478772.00,-65.09,-39.13,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478841.00,-66.08,-39.97,0.00,2.00,0.00,5.00,0.00,22.00,0.00,24.00
478912.00,-66.99,-40.84,0.00,11.00,0.00,10.00,0.00,24.00,0.00,30.00
478983.00,-67.89,-41.61,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479054.00,-68.68,-42.31,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479127.00,-69.84,-43.38,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479199.00,-71.12,-44.33,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479270.00,-72.23,-45.16,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479342.00,-73.72,-46.66,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479414.00,-75.66,-48.42,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479485.00,-77.52,-49.67,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479557.00,-79.16,-50.83,0.00,11.00,0.00,10.00,0.00,30.00,0.00,30.00
479629.00,-81.40,-52.58,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
479697.00,-84.39,-54.56,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
479766.00,-87.05,-55.73,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
479835.00,-89.43,-55.73,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
479903.00,-92.05,-55.73,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
479972.00,-94.65,-55.73,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
480040.00,-97.10,-55.73,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
480109.00,-99.42,-55.73,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
480178.00,-101.90,-56.32,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
480247.00,-104.71,-56.32,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
480318.00,-107.55,-56.32,0.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
480387.00,-109.90,-56.32,0.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
480457.00,-111.05,-56.32,0.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00

500527.00,-100.18,-52.51,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500583.00,-74.46,-43.54,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500648.00,-56.64,-37.42,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500718.00,-55.25,-37.42,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500787.00,-58.43,-38.10,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500855.00,-60.27,-38.10,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500924.00,-60.27,-38.10,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
500993.00,-60.27,-38.10,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
501061.00,-60.94,-38.10,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
501130.00,-60.94,-38.10,0.00,3.00,0.00,0.00,0.00,23.00,0.00,0.00
501198.00,-61.93,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501268.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501338.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501407.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501477.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501547.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501616.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501686.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501755.00,-62.49,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501825.00,-61.99,-38.10,6.00,0.00,0.00,9.00,26.00,0.00,0.00,29.00
501896.00,-61.99,-38.10,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
501964.00,-61.99,-38.10,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502034.00,-61.99,-38.10,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502104.00,-62.65,-38.10,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502173.00,-63.62,-38.10,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502243.00,-63.62,-37.35,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502312.00,-64.54,-37.35,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502383.00,-65.48,-36.68,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502453.00,-66.28,-36.68,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502522.00,-66.85,-36.68,0.00,3.00,4.00,0.00,0.00,23.00,25.00,0.00
502592.00,-67.69,-36.09,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
502661.00,-68.61,-35.54,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
502729.00,-69.39,-35.54,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
502798.00,-70.22,-35.54,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
502866.00,-71.27,-35.54,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
502935.00,-72.46,-36.07,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
503004.00,-73.51,-36.07,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
503072.00,-74.53,-36.07,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
503141.00,-75.84,-36.07,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
503209.00,-77.29,-36.64,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
503278.00,-78.59,-36.64,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503348.00,-80.04,-36.64,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503417.00,-81.83,-36.64,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503487.00,-83.41,-36.64,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503557.00,-84.42,-36.64,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503626.00,-85.48,-35.44,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503696.00,-87.12,-34.73,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503766.00,-88.66,-34.20,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503835.00,-89.72,-34.20,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503905.00,-91.09,-33.40,0.00,3.00,8.00,0.00,0.00,23.00,31.00,0.00
503975.00,-92.96,-32.58,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504043.00,-94.26,-31.89,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504112.00,-94.26,-31.89,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504181.00,-94.26,-31.89,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504250.00,-93.66,-31.89,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504318.00,-93.66,-31.89,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504387.00,-93.66,-32.64,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504456.00,-92.88,-32.64,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504524.00,-92.88,-32.64,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504593.00,-92.15,-32.64,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
504662.00,-92.15,-32.64,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
504730.00,-91.53,-32.64,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
504799.00,-91.53,-32.64,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
504867.00,-91.53,-32.64,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
504936.00,-91.53,-32.64,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
505005.00,-91.53,-31.88,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
505073.00,-91.53,-31.88,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
505142.00,-91.53,-31.02,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
505210.00,-91.53,-31.02,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
505279.00,-90.82,-30.08,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
505348.00,-90.82,-29.39,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505416.00,-90.82,-29.39,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505485.00,-90.82,-29.39,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505553.00,-90.82,-29.39,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505622.00,-90.11,-30.53,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505691.00,-90.11,-31.29,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505759.00,-90.11,-31.29,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505828.00,-89.60,-32.33,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505896.00,-89.60,-33.35,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
505965.00,-88.95,-34.45,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
506035.00,-88.95,-35.16,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506102.00,-88.95,-35.16,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506171.00,-88.95,-36.00,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506240.00,-88.95,-36.00,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506308.00,-87.87,-36.00,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506378.00,-87.15,-36.83,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506446.00,-86.64,-36.83,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506515.00,-86.64,-36.83,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506584.00,-85.55,-36.83,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506652.00,-84.23,-36.83,4.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00
506721.00,-82.83,-36.83,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
506789.00,-82.83,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
506858.00,-83.65,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
506927.00,-82.63,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
506995.00,-80.85,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
507064.00,-80.85,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
507132.00,-81.50,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
507201.00,-81.50,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
507270.00,-81.50,-36.16,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
507338.00,-80.12,-36.82,5.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
507407.00,-79.28,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507476.00,-79.28,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507546.00,-79.28,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507616.00,-80.60,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507685.00,-81.75,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507755.00,-82.78,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507825.00,-83.86,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507894.00,-84.90,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
507964.00,-86.10,-36.82,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
508034.00,-87.37,-37.45,0.00,9.00,0.00,11.00,0.00,33.00,0.00,0.00
508104.00,-88.68,-37.45,0.00,7.00,4.00,0.00,0.00,30.00,25.00,0.00
508174.00,-90.03,-37.45,0.00,7.00,4.00,0.00,0.00,30.00,25.00,0.00
508243.00,-91.62,-37.45,0.00,7.00,4.00,0.00,0.00,30.00,25.00,0.00
508313.00,-93.84,-37.45,0.00,7.00,4.00,0.00,0.00,30.00,25.00,0.00
508383.00,-96.12,-36.70,0.00,7.00,4.00,0.00,0.00,30.00,25.00,0.00
