time,theta_x,theta_y,X_throttle,Y_throttle,PX_raw,NX_raw,PY_raw,NY_raw
1785.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
1889.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
1951.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2014.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2076.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2139.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2201.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2264.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2326.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2388.00,0.35,-10.94,0.00,0.00,0.00,0.00,0.00,0.00
2579.00,0.35,-10.94,1.00,2.00,20.00,0.00,22.44,0.00
2684.00,0.85,-10.30,1.00,2.00,20.00,0.00,22.44,0.00
2749.00,0.85,-10.30,1.00,2.00,20.00,0.00,22.44,0.00
2813.00,0.85,-9.45,1.00,2.00,20.00,0.00,22.44,0.00
2877.00,1.81,-9.45,1.00,2.00,20.00,0.00,22.44,0.00
2940.00,2.56,-9.45,1.00,2.00,20.00,0.00,22.44,0.00
3004.00,2.56,-10.08,1.00,2.00,20.00,0.00,22.44,0.00
3068.00,2.56,-9.54,1.00,2.00,20.00,0.00,22.44,0.00
3132.00,3.32,-7.96,1.00,2.00,20.00,0.00,22.44,0.00
3195.00,3.32,-6.59,1.00,2.00,20.00,0.00,22.44,0.00
3384.00,4.02,-6.59,1.00,4.00,20.00,0.00,25.33,0.00
3488.00,4.02,-6.59,1.00,4.00,20.00,0.00,25.33,0.00
3552.00,4.73,-6.59,1.00,4.00,20.00,0.00,25.33,0.00
3615.00,4.73,-5.89,1.00,4.00,20.00,0.00,25.33,0.00
3679.00,5.77,-5.89,1.00,4.00,20.00,0.00,25.33,0.00
3742.00,6.48,-5.89,1.00,4.00,20.00,0.00,25.33,0.00
3806.00,7.08,-5.89,1.00,4.00,20.00,0.00,25.33,0.00
3869.00,7.08,-5.89,1.00,4.00,20.00,0.00,25.33,0.00
3933.00,7.08,-4.96,1.00,4.00,20.00,0.00,25.33,0.00
3996.00,7.08,-4.96,1.00,4.00,20.00,0.00,25.33,0.00
4185.00,7.85,-3.47,1.00,6.00,20.00,0.00,28.22,0.00
4289.00,8.88,-1.48,1.00,6.00,20.00,0.00,28.22,0.00
4353.00,9.62,-0.65,1.00,6.00,20.00,0.00,28.22,0.00
4416.00,9.62,-0.65,1.00,6.00,20.00,0.00,28.22,0.00
4480.00,9.62,-0.65,1.00,6.00,20.00,0.00,28.22,0.00
4543.00,10.57,-0.65,1.00,6.00,20.00,0.00,28.22,0.00
4608.00,11.39,0.00,1.00,6.00,20.00,0.00,28.22,0.00
4671.00,12.16,0.52,1.00,6.00,20.00,0.00,28.22,0.00
4734.00,12.16,0.52,1.00,6.00,20.00,0.00,28.22,0.00
4798.00,12.71,1.75,1.00,6.00,20.00,0.00,28.22,0.00
4986.00,13.28,3.30,2.00,8.00,21.11,0.00,31.11,0.00
5091.00,14.31,5.43,2.00,8.00,21.11,0.00,31.11,0.00
5154.00,15.51,7.97,2.00,8.00,21.11,0.00,31.11,0.00
5218.00,16.78,10.89,2.00,8.00,21.11,0.00,31.11,0.00
5282.00,17.71,13.48,2.00,8.00,21.11,0.00,31.11,0.00
5347.00,18.29,14.65,2.00,8.00,21.11,0.00,31.11,0.00
5411.00,19.20,15.49,2.00,8.00,21.11,0.00,31.11,0.00
5476.00,20.46,17.30,2.00,8.00,21.11,0.00,31.11,0.00
5540.00,21.46,18.86,2.00,8.00,21.11,0.00,31.11,0.00
5605.00,22.01,19.98,2.00,8.00,21.11,0.00,31.11,0.00
5796.00,23.33,22.62,2.00,9.00,21.11,0.00,32.56,0.00
5903.00,25.72,26.24,2.00,9.00,21.11,0.00,32.56,0.00
5967.00,28.03,29.27,2.00,9.00,21.11,0.00,32.56,0.00
6032.00,29.74,32.29,2.00,9.00,21.11,0.00,32.56,0.00
6096.00,30.99,35.58,2.00,9.00,21.11,0.00,32.56,0.00
6161.00,32.12,38.45,2.00,9.00,21.11,0.00,32.56,0.00
6225.00,33.41,40.17,2.00,9.00,21.11,0.00,32.56,0.00
6289.00,34.93,41.50,2.00,9.00,21.11,0.00,32.56,0.00
6353.00,36.60,43.39,2.00,9.00,21.11,0.00,32.56,0.00
6418.00,38.27,45.05,2.00,9.00,21.11,0.00,32.56,0.00
6610.00,40.23,46.83,0.00,9.00,0.00,0.00,32.56,0.00
6716.00,42.72,50.67,0.00,9.00,0.00,0.00,32.56,0.00
6779.00,44.47,54.96,0.00,9.00,0.00,0.00,32.56,0.00
6843.00,44.47,57.41,0.00,9.00,0.00,0.00,32.56,0.00
6906.00,44.47,59.53,0.00,9.00,0.00,0.00,32.56,0.00
6970.00,44.47,62.45,0.00,9.00,0.00,0.00,32.56,0.00
7033.00,43.54,65.11,0.00,9.00,0.00,0.00,32.56,0.00
7097.00,43.54,66.38,0.00,9.00,0.00,0.00,32.56,0.00
7160.00,43.54,67.22,0.00,9.00,0.00,0.00,32.56,0.00
7224.00,43.54,68.79,0.00,9.00,0.00,0.00,32.56,0.00
7416.00,42.82,71.42,0.00,6.00,0.00,0.00,28.22,0.00
7522.00,42.82,74.96,0.00,6.00,0.00,0.00,28.22,0.00
7585.00,41.95,77.71,0.00,6.00,0.00,0.00,28.22,0.00
7649.00,41.95,78.65,0.00,6.00,0.00,0.00,28.22,0.00
7712.00,41.25,78.65,0.00,6.00,0.00,0.00,28.22,0.00
7776.00,41.25,79.93,0.00,6.00,0.00,0.00,28.22,0.00
7839.00,40.58,81.85,0.00,6.00,0.00,0.00,28.22,0.00
7903.00,40.58,83.62,0.00,6.00,0.00,0.00,28.22,0.00
7966.00,39.77,83.62,0.00,6.00,0.00,0.00,28.22,0.00
8030.00,39.77,83.62,0.00,6.00,0.00,0.00,28.22,0.00
8222.00,39.77,84.61,0.00,4.00,0.00,0.00,25.33,0.00
8328.00,38.79,86.31,0.00,4.00,0.00,0.00,25.33,0.00
8391.00,38.12,87.66,0.00,4.00,0.00,0.00,25.33,0.00
8455.00,38.12,88.56,0.00,4.00,0.00,0.00,25.33,0.00
8518.00,38.12,88.56,0.00,4.00,0.00,0.00,25.33,0.00
8582.00,37.57,88.56,0.00,4.00,0.00,0.00,25.33,0.00
8645.00,37.57,89.58,0.00,4.00,0.00,0.00,25.33,0.00
8709.00,36.79,91.01,0.00,4.00,0.00,0.00,25.33,0.00
8772.00,36.79,92.31,0.00,4.00,0.00,0.00,25.33,0.00
8836.00,35.98,92.31,0.00,4.00,0.00,0.00,25.33,0.00
9029.00,35.98,92.31,0.00,2.00,0.00,0.00,22.44,0.00
9135.00,35.98,92.31,0.00,2.00,0.00,0.00,22.44,0.00
9198.00,35.98,93.02,0.00,2.00,0.00,0.00,22.44,0.00
9262.00,35.14,93.61,0.00,2.00,0.00,0.00,22.44,0.00
9325.00,34.58,93.61,0.00,2.00,0.00,0.00,22.44,0.00
9389.00,34.58,93.61,0.00,2.00,0.00,0.00,22.44,0.00
9452.00,34.58,93.61,0.00,2.00,0.00,0.00,22.44,0.00
9516.00,34.06,93.61,0.00,2.00,0.00,0.00,22.44,0.00
9579.00,34.06,94.92,0.00,2.00,0.00,0.00,22.44,0.00
9643.00,33.34,95.66,0.00,2.00,0.00,0.00,22.44,0.00
9838.00,33.34,95.66,2.00,-1.00,21.11,0.00,0.00,19.00
9945.00,33.34,95.13,2.00,-1.00,21.11,0.00,0.00,19.00
10010.00,33.34,94.55,2.00,-1.00,21.11,0.00,0.00,19.00
10077.00,33.34,93.38,2.00,-1.00,21.11,0.00,0.00,19.00
10143.00,33.34,91.95,2.00,-1.00,21.11,0.00,0.00,19.00
10210.00,33.34,91.08,2.00,-1.00,21.11,0.00,0.00,19.00
10276.00,34.20,91.08,2.00,-1.00,21.11,0.00,0.00,19.00
10343.00,34.20,90.48,2.00,-1.00,21.11,0.00,0.00,19.00
10409.00,34.84,89.17,2.00,-1.00,21.11,0.00,0.00,19.00
10476.00,34.84,87.56,2.00,-1.00,21.11,0.00,0.00,19.00
10674.00,35.59,85.93,2.00,-2.00,21.11,0.00,0.00,20.22
10782.00,35.59,83.36,2.00,-2.00,21.11,0.00,0.00,20.22
10849.00,36.79,80.75,2.00,-2.00,21.11,0.00,0.00,20.22
10915.00,37.66,79.58,2.00,-2.00,21.11,0.00,0.00,20.22
10982.00,38.39,79.58,2.00,-2.00,21.11,0.00,0.00,20.22
11048.00,38.98,78.28,2.00,-2.00,21.11,0.00,0.00,20.22
11115.00,39.58,76.98,2.00,-2.00,21.11,0.00,0.00,20.22
11182.00,39.58,75.48,2.00,-2.00,21.11,0.00,0.00,20.22
11248.00,40.48,74.10,2.00,-2.00,21.11,0.00,0.00,20.22
11315.00,40.48,72.97,2.00,-2.00,21.11,0.00,0.00,20.22
11512.00,41.81,71.47,0.00,-2.00,0.00,0.00,0.00,20.22
11620.00,43.09,68.73,0.00,-2.00,0.00,0.00,0.00,20.22
11685.00,43.84,65.68,0.00,-2.00,0.00,0.00,0.00,20.22
11751.00,43.84,63.55,0.00,-2.00,0.00,0.00,0.00,20.22
11816.00,43.84,62.03,0.00,-2.00,0.00,0.00,0.00,20.22
11881.00,43.00,60.63,0.00,-2.00,0.00,0.00,0.00,20.22
11947.00,42.45,59.37,0.00,-2.00,0.00,0.00,0.00,20.22
12012.00,42.45,57.89,0.00,-2.00,0.00,0.00,0.00,20.22
12078.00,41.75,56.30,0.00,-2.00,0.00,0.00,0.00,20.22
12143.00,41.75,55.28,0.00,-2.00,0.00,0.00,0.00,20.22
12341.00,41.75,54.07,-3.00,1.00,0.00,22.22,21.00,0.00
12449.00,40.73,52.06,-3.00,1.00,0.00,22.22,21.00,0.00
12516.00,40.09,50.73,-3.00,1.00,0.00,22.22,21.00,0.00
12582.00,40.09,50.73,-3.00,1.00,0.00,22.22,21.00,0.00
