goal_x,goal_y
-25.0,-4.592425496802574e-15
-25.467713878268462,3.2612683448522946
-25.501070898923285,6.639962428391799
-25.078081818824582,10.077202102170498
-24.18485043216805,13.510468038080418
-22.816134780683456,16.87472527350001
-20.975751378408486,20.103629301374646
-18.676810730410985,23.13079269595361
-15.94177551356447,25.891088647296634
-12.80233609407005,28.321966593144754
-9.29910152026883,30.364754414016755
-5.481107686114043,31.965921416682427
-1.4051479436562726,33.078276583803635
2.8650650160644977,33.66207731562589
7.259893763366252,33.686025125899995
11.70491170715336,33.128126462146206
16.122161131984246,31.976398974275092
20.43151246718251,30.229406121059117
24.552101207063828,27.89660593844585
28.403816955508486,24.998503047192276
31.908817572229058,21.566596493137116
34.99304038694256,17.643119729341237
37.58768194743511,13.28057289850095
39.63061779517647,8.541051486313226
41.06773432506359,3.49537931959871
41.854145881547474,-1.7779422960548528
41.9552718593957,-7.193953838024661
41.347750691427066,-12.662606325472465
40.02017018596543,-18.09025752422936
37.97359668270171,-23.381270753227938
35.221888877929366,-28.43968906676216
31.79178587194132,-33.170955668180845
27.722762949321467,-37.483649996837094
23.066652747942165,-41.291208054921064
17.88703373135262,-44.513595228413635
12.258392175492618,-47.07890012108912
6.265068136163559,-48.92481876614732
1.8369701987210297e-14,-50.0
-6.436713838524257,-50.265224759740384
-12.939413963019954,-49.69439457226075
-19.398614046678244,-48.2753075012373
-25.70284163342132,-46.010203261197745
-31.74055468110716,-42.91606303985699
-37.402101025813366,-39.02465372727155
-42.581686553914594,-34.382310662802055
-47.17931709062942,-29.049457602495263
-51.10267885284817,-23.099867300169844
-54.268922782498,-16.619670802182647
-56.60631917537517,-9.706128194160199
-58.05575073892067,-2.4661780235599995
-58.572014529189055,4.985213127952216
-58.12490609959215,12.526875513259405
-56.7000625986733,20.03340657570483
-54.29954542801429,27.37725475242611
-50.94214735215519,34.43088212062237
-46.663413569763904,41.06896929181593
-41.51537113194433,47.170624586826584
-35.56596614657701,52.62155880332511
-28.89821334978307,57.31618684068177
-21.609067767052352,61.15961808396223
-13.808033236206336,64.06949876886864
-5.615527431486464,65.97767153862674
2.8389723759586616,66.8316200366645
11.418974346070875,66.59566961808841
19.98317560738622,65.25191905990833
28.387788730329255,62.8008824456688
36.48895284215874,59.26182512603448
44.145188999153305,54.6727827358903
51.21985801704394,49.09025759637999
57.583578256010604,42.58859235692865
63.116560883950775,35.25902634328304
67.71082091082637,27.208445675860336
71.27222379442662,18.557843710120665
73.72232964761925,9.440513629835515
75.0,4.133182947122317e-14
