goal_x,goal_y
-80.0,-37.03985609929611
-79.55605497450082,-36.445745154629634
-78.22421989800328,-35.25752326529668
-75.33857723225863,-31.098746652631334
-73.34082461751231,-27.831136456965705
-70.67715446451724,-23.078248899633884
-68.67940184977094,-18.919472286968542
-65.5717866712767,-12.681307367970527
-64.46192410752874,-10.601919061637854
-63.35206154378079,-8.819586227638421
-62.68614400553203,-7.928419810638704
-61.35430892903449,-6.44314244897251
-60.688391390785725,-5.2549205596395545
-60.022473852536955,-4.363754142639838
-59.1345838015386,-3.1755322533068826
-58.468666263289826,-2.2843658363071655
-57.58077621229147,-0.5020330023077325
-56.914858674042705,0.38913341469198415
-56.248941135793935,1.2802998316917007
-55.36105108479558,2.765577193357895
-53.80724349554845,5.439076444357045
-53.141325957299685,7.221409278356478
-52.03146339355173,8.409631167689433
-51.36554585530297,9.894908529355629
-50.47765580430461,11.677241363355062
-49.81173826605584,13.162518725021254
-49.14582072780707,14.94485155902069
-48.035958164059124,17.024239865353362
-47.370040625810354,19.103628171686033
-46.26017806206241,21.480071950351945
-45.816233036563226,23.262404784351375
-45.150315498314455,24.747682146017567
-44.70637047281528,26.530014980017004
-43.596507909067334,31.282902537348825
-42.708617858068976,35.14462367768093
-41.820727807070625,38.41223387334656
-41.376782781571436,41.38278859667895
-40.93283775607226,43.16512143067838
-40.04494770507391,47.91800898801021
-39.157057654075544,52.967952017675266
-38.71311262857637,56.2355622133409
-38.269167603077186,60.39433882600623
-38.269167603077186,62.17667166000567
-38.269167603077186,64.25605996633834
-38.269167603077186,66.33544827267102
-38.269167603077186,68.71189205133692
-38.491140115826774,71.68244677466932
-38.935085141325956,72.87066866400227
-39.157057654075544,73.46477960866875
-39.157057654075544,73.76183508100199
-39.822975192324314,74.35594602566846
-40.04494770507391,74.95005697033494
-40.488892730573085,74.95005697033494
-41.154810268821855,74.95005697033494
-41.59875529432103,75.24711244266818
-42.708617858068976,75.54416791500142
-44.262425447316105,75.24711244266818
-45.594260523813645,74.35594602566846
-46.92609560031117,72.87066866400227
-48.923848215057475,70.49422488533635
-50.255683291555016,68.11778110667045
-51.36554585530297,65.14722638333805
-52.25343590630132,62.77078260467214
-53.80724349554845,58.017895047340325
-54.25118852104763,55.04734032400793
-54.47316103379721,53.2650074900085
-54.695133546546806,51.77973012834231
-54.695133546546806,49.700341822009634
-54.695133546546806,47.62095351567696
-54.695133546546806,46.13567615401077
-54.695133546546806,43.75923237534486
-54.695133546546806,40.19456670734599
-53.80724349554845,36.926956511680366
-53.363298470049266,33.659346316014734
-52.475408419050915,30.094680648015874
-51.36554585530297,26.82707045235024
-49.589765753306246,21.777127422685183
-48.701875702307895,19.40068364401927
-47.59201313855995,17.024239865353362
-46.92609560031117,14.94485155902069
-45.594260523813645,12.27135230802154
-44.928342985564875,10.786074946355344
-44.262425447316105,9.003742112355912
-43.37453539631775,7.815520223022956
-42.708617858068976,6.627298333690001
-41.59875529432103,4.250854555024089
-40.93283775607226,3.062632665691134
-40.488892730573085,1.5773553040249397
-39.822975192324314,0.38913341469198415
-39.157057654075544,-2.2843658363071655
-38.71311262857637,-3.7696431979733602
-38.491140115826774,-5.2549205596395545
-38.269167603077186,-7.037253393638987
-38.269167603077186,-8.522530755305182
-38.269167603077186,-9.413697172304898
-38.269167603077186,-10.601919061637854
-38.269167603077186,-11.493085478637571
-38.491140115826774,-13.275418312637004
-38.71311262857637,-14.760695674303197
-38.935085141325956,-15.948917563636154
-39.37903016682513,-17.43419492530235
-39.60100267957473,-18.919472286968542
-40.26692021782349,-20.998860593301213
-40.71086524332267,-22.187082482634167
-40.93283775607226,-22.48413795496741
-41.376782781571436,-23.672359844300367
-41.59875529432103,-23.969415316633604
-42.042700319820206,-24.563526261300083
-42.2646728325698,-24.86058173363332
-42.708617858068976,-25.454692678299796
-43.37453539631775,-26.048803622966275
-44.04045293456651,-26.64291456763275
-44.70637047281528,-26.939970039965992
-45.594260523813645,-27.534080984632467
-46.70412308756159,-28.425247401632188
-47.148068113060766,-29.019358346298667
-48.035958164059124,-29.316413818631904
-48.701875702307895,-29.613469290965142
-49.367793240556665,-29.91052476329838
-50.47765580430461,-30.50463570796486
-50.69962831705419,-30.50463570796486
-51.143573342553374,-30.50463570796486
-51.809490880802144,-30.50463570796486
-52.475408419050915,-30.50463570796486
-52.91935344455009,-30.50463570796486
-53.363298470049266,-30.50463570796486
-53.58527098279886,-30.50463570796486
-54.25118852104763,-30.50463570796486
-54.695133546546806,-30.50463570796486
-55.13907857204599,-30.50463570796486
-55.80499611029475,-30.50463570796486
-56.02696862304434,-30.50463570796486
-56.248941135793935,-30.50463570796486
-56.248941135793935,-30.207580235631617
-56.47091364854353,-30.207580235631617
-56.69288616129311,-29.613469290965142
-56.914858674042705,-29.316413818631904
-56.914858674042705,-29.019358346298667
-56.914858674042705,-28.425247401632188
-56.914858674042705,-27.831136456965705
-56.69288616129311,-26.64291456763275
-56.47091364854353,-26.048803622966275
-56.02696862304434,-25.454692678299796
-55.80499611029475,-24.563526261300083
-54.695133546546806,-23.375304371967125
-54.47316103379721,-22.781193427300646
-54.029216008298036,-22.187082482634167
-53.141325957299685,-20.998860593301213
-51.809490880802144,-19.513583231635018
-50.921600829803786,-18.325361342302063
-49.81173826605584,-17.731250397635588
-48.923848215057475,-16.840083980635868
-47.81398565130954,-15.651862091302915
-46.92609560031117,-15.057751146636438
-46.26017806206241,-14.16658472963672
-45.37228801106405,-13.275418312637004
-44.70637047281528,-12.681307367970527
-43.37453539631775,-11.196030006304332
-42.93059037081857,-10.898974533971092
-42.042700319820206,-9.413697172304898
-41.154810268821855,-8.522530755305182
-40.26692021782349,-6.740197921305748
-39.822975192324314,-5.2549205596395545
-39.157057654075544,-3.7696431979733602
-38.71311262857637,-3.1755322533068826
-37.82522257757801,-1.393199419307449
-37.15930503932924,-0.5020330023077325
