time,theta_x,theta_y,X_throttle,Y_throttle,PX_raw,NX_raw,PY_raw,NY_raw
1690.00,0.86,-7.55,0.00,0.00,0.00,0.00,0.00,0.00
1794.00,0.86,-7.55,0.00,0.00,0.00,0.00,0.00,0.00
1855.00,0.86,-7.55,0.00,0.00,0.00,0.00,0.00,0.00
1916.00,0.86,-7.55,0.00,0.00,0.00,0.00,0.00,0.00
1978.00,0.86,-7.55,0.00,0.00,0.00,0.00,0.00,0.00
2039.00,0.86,-7.55,0.00,0.00,0.00,0.00,0.00,0.00
2101.00,0.86,-7.04,0.00,0.00,0.00,0.00,0.00,0.00
2161.00,0.86,-7.04,0.00,0.00,0.00,0.00,0.00,0.00
2223.00,0.86,-7.04,0.00,0.00,0.00,0.00,0.00,0.00
2284.00,0.86,-7.04,0.00,0.00,0.00,0.00,0.00,0.00
2472.00,0.86,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2577.00,0.86,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2639.00,0.86,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2702.00,0.86,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2764.00,0.86,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2826.00,0.86,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2888.00,1.39,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
2951.00,1.39,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3013.00,1.39,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3076.00,2.10,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3263.00,2.10,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3367.00,3.18,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3430.00,3.18,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3491.00,3.73,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3554.00,3.73,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3616.00,4.29,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3679.00,4.29,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3741.00,4.97,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3804.00,4.97,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
3866.00,4.97,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4054.00,5.74,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4157.00,6.45,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4219.00,6.45,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4282.00,6.45,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4344.00,6.45,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4407.00,6.45,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4469.00,7.54,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4532.00,8.34,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4594.00,8.34,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4657.00,8.34,-7.04,1.00,0.00,20.00,0.00,0.00,0.00
4844.00,9.06,-7.04,2.00,0.00,21.11,0.00,0.00,0.00
4947.00,9.96,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5010.00,10.58,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5073.00,10.58,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5137.00,11.08,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5200.00,11.08,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5264.00,11.84,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5327.00,11.84,-6.53,2.00,0.00,21.11,0.00,0.00,0.00
5391.00,12.44,-7.07,2.00,0.00,21.11,0.00,0.00,0.00
5454.00,13.13,-7.07,2.00,0.00,21.11,0.00,0.00,0.00
5644.00,14.06,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
5748.00,15.17,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
5812.00,16.13,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
5875.00,16.87,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
5939.00,17.52,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6002.00,17.52,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6066.00,18.40,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6129.00,19.16,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6193.00,20.18,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6256.00,20.83,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6447.00,21.69,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6551.00,23.26,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6615.00,24.86,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6678.00,25.95,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6742.00,26.72,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6805.00,27.55,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6868.00,28.49,-6.44,2.00,0.00,21.11,0.00,0.00,0.00
6932.00,29.46,-5.92,2.00,0.00,21.11,0.00,0.00,0.00
6995.00,30.56,-5.92,2.00,0.00,21.11,0.00,0.00,0.00
7059.00,31.69,-5.92,2.00,0.00,21.11,0.00,0.00,0.00
7250.00,32.94,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7356.00,34.56,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7418.00,36.30,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7482.00,37.58,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7545.00,38.39,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7609.00,39.26,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7672.00,40.39,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7736.00,41.51,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7799.00,42.30,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
7863.00,42.85,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8053.00,44.16,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8159.00,46.70,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8222.00,49.19,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8285.00,50.74,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8348.00,51.61,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8412.00,52.23,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8475.00,52.90,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8539.00,53.81,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8602.00,54.90,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8666.00,55.92,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8858.00,57.12,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
8964.00,58.93,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
9027.00,60.78,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
9091.00,61.89,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
9154.00,62.57,-5.92,3.00,0.00,22.22,0.00,0.00,0.00
9217.00,63.63,-5.26,3.00,0.00,22.22,0.00,0.00,0.00
9280.00,64.80,-5.26,3.00,0.00,22.22,0.00,0.00,0.00
9344.00,65.50,-5.79,3.00,0.00,22.22,0.00,0.00,0.00
9407.00,66.15,-5.79,3.00,0.00,22.22,0.00,0.00,0.00
9470.00,67.06,-5.79,3.00,0.00,22.22,0.00,0.00,0.00
9663.00,68.44,-5.79,3.00,0.00,22.22,0.00,0.00,0.00
9768.00,70.40,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
9832.00,72.00,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
9895.00,72.87,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
9959.00,72.87,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
10022.00,73.69,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
10087.00,74.51,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
10151.00,75.68,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
10215.00,76.61,-5.13,3.00,0.00,22.22,0.00,0.00,0.00
10279.00,77.33,-5.87,3.00,0.00,22.22,0.00,0.00,0.00
10473.00,78.40,-5.87,3.00,1.00,22.22,0.00,21.00,0.00
10580.00,80.16,-4.92,3.00,1.00,22.22,0.00,21.00,0.00
10646.00,82.04,-4.92,3.00,1.00,22.22,0.00,21.00,0.00
10712.00,83.09,-4.92,3.00,1.00,22.22,0.00,21.00,0.00
10777.00,83.09,-4.92,3.00,1.00,22.22,0.00,21.00,0.00
10843.00,83.95,-4.42,3.00,1.00,22.22,0.00,21.00,0.00
10908.00,84.82,-3.90,3.00,1.00,22.22,0.00,21.00,0.00
10974.00,85.66,-3.90,3.00,1.00,22.22,0.00,21.00,0.00
11039.00,86.34,-3.39,3.00,1.00,22.22,0.00,21.00,0.00
11105.00,87.02,-3.39,3.00,1.00,22.22,0.00,21.00,0.00
11299.00,88.00,-3.39,2.00,1.00,21.11,0.00,21.00,0.00
11406.00,89.35,-3.39,2.00,1.00,21.11,0.00,21.00,0.00
11471.00,90.70,-2.19,2.00,1.00,21.11,0.00,21.00,0.00
11537.00,91.77,-1.43,2.00,1.00,21.11,0.00,21.00,0.00
11602.00,92.46,-1.43,2.00,1.00,21.11,0.00,21.00,0.00
11668.00,92.46,-1.43,2.00,1.00,21.11,0.00,21.00,0.00
11734.00,93.18,-0.71,2.00,1.00,21.11,0.00,21.00,0.00
11799.00,93.98,-0.04,2.00,1.00,21.11,0.00,21.00,0.00
11865.00,94.67,-0.04,2.00,1.00,21.11,0.00,21.00,0.00
11930.00,94.67,-0.71,2.00,1.00,21.11,0.00,21.00,0.00
12125.00,95.83,-0.71,1.00,1.00,20.00,0.00,21.00,0.00
12232.00,97.00,-0.71,1.00,1.00,20.00,0.00,21.00,0.00
12298.00,98.26,-0.13,1.00,1.00,20.00,0.00,21.00,0.00
12363.00,98.99,-0.13,1.00,1.00,20.00,0.00,21.00,0.00
