Time,theta_x,theta_y,PX,NX,PY,NY,PX_raw,NX_raw,PY_raw,NY_raw
1402.00,0.65,-18.00,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1517.00,0.65,-18.00,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1583.00,0.65,-18.79,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1648.00,0.07,-18.79,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1714.00,0.07,-19.30,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1779.00,0.07,-19.30,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1845.00,0.07,-19.98,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1910.00,0.07,-19.98,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
1976.00,0.66,-20.61,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
2041.00,0.66,-20.61,0.00,5.00,2.00,0.00,0.00,27.00,22.00,0.00
2108.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2171.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2236.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2300.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2365.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2429.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2494.00,0.66,-21.69,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2558.00,0.66,-21.12,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2623.00,0.66,-21.12,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2688.00,0.66,-21.12,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
2752.00,0.66,-21.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2816.00,0.66,-21.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2879.00,0.66,-21.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2942.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3006.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3069.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3133.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3196.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3260.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3322.00,0.66,-21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3387.00,0.66,-21.16,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3451.00,0.66,-21.16,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3517.00,0.66,-21.16,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3582.00,0.66,-21.16,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3648.00,0.66,-21.16,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3714.00,0.66,-20.64,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3779.00,0.66,-20.64,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3845.00,0.66,-20.64,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3910.00,0.66,-20.64,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
3976.00,0.66,-20.64,4.00,0.00,0.00,1.00,23.00,0.00,0.00,19.00
4042.00,0.66,-20.64,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4107.00,0.66,-20.64,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4172.00,0.66,-20.64,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4238.00,0.66,-21.72,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4303.00,0.66,-22.42,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4369.00,0.66,-22.42,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4434.00,0.66,-23.13,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4500.00,0.66,-23.13,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4566.00,0.66,-23.13,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4631.00,0.66,-24.23,0.00,9.00,5.00,0.00,0.00,33.00,27.00,0.00
4698.00,1.18,-25.55,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
4762.00,1.18,-26.52,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
4828.00,1.18,-27.06,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
4893.00,1.18,-27.82,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
4959.00,1.79,-28.99,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5024.00,1.79,-30.14,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5090.00,1.79,-31.22,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5155.00,1.79,-32.44,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5221.00,1.79,-33.81,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5286.00,2.45,-34.97,0.00,8.00,0.00,6.00,0.00,32.00,0.00,25.00
5352.00,2.45,-35.70,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5417.00,2.45,-37.12,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5483.00,3.01,-38.99,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5549.00,3.01,-38.99,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5614.00,3.01,-38.40,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5680.00,3.01,-38.40,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5745.00,3.01,-38.40,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5811.00,3.01,-38.40,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5876.00,3.01,-38.40,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
5942.00,3.01,-37.68,7.00,0.00,8.00,0.00,27.00,0.00,31.00,0.00
6007.00,3.01,-37.68,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6073.00,3.01,-37.05,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6138.00,3.01,-37.05,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6204.00,3.01,-37.78,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6269.00,3.01,-38.31,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6335.00,3.01,-39.00,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6401.00,3.01,-39.64,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6466.00,3.01,-39.64,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6532.00,3.01,-41.02,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6597.00,3.01,-42.22,0.00,3.00,0.00,1.00,0.00,23.00,0.00,19.00
6663.00,3.01,-43.07,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
6727.00,3.61,-43.83,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
6792.00,3.61,-44.52,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
6856.00,3.61,-44.52,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
6921.00,3.61,-44.52,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
6984.00,3.61,-44.52,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7049.00,3.61,-44.52,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7113.00,3.61,-43.84,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7178.00,3.61,-43.84,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7242.00,3.61,-43.84,1.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
7308.00,3.61,-43.84,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7372.00,3.61,-43.84,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7438.00,3.61,-43.19,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7503.00,3.61,-43.19,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7569.00,3.61,-42.45,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7634.00,3.61,-42.45,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7700.00,3.61,-41.59,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7766.00,3.61,-41.59,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7831.00,3.61,-41.59,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7897.00,3.61,-41.59,7.00,0.00,0.00,6.00,27.00,0.00,0.00,25.00
7963.00,3.61,-41.03,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8028.00,3.61,-40.49,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8093.00,3.61,-41.10,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8159.00,3.61,-42.18,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8224.00,3.61,-42.18,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8290.00,3.61,-42.90,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8355.00,3.61,-43.77,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8421.00,3.61,-44.53,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8486.00,3.61,-44.53,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8552.00,3.61,-44.53,0.00,4.00,4.00,0.00,0.00,25.00,25.00,0.00
8617.00,3.61,-45.50,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
8682.00,4.12,-46.49,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
8747.00,4.12,-47.01,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
8811.00,4.12,-47.01,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
8876.00,4.12,-47.01,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
8940.00,4.12,-46.07,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9005.00,4.12,-46.07,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9069.00,4.12,-46.07,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9134.00,4.12,-45.48,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9198.00,4.12,-45.48,8.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
9263.00,4.12,-45.48,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9327.00,4.12,-45.48,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9392.00,4.12,-45.48,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9456.00,4.12,-44.88,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9521.00,4.12,-44.88,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9585.00,4.12,-44.18,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9650.00,3.55,-44.18,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9713.00,3.55,-44.18,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9778.00,3.55,-43.61,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9842.00,3.55,-43.61,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
9908.00,3.55,-43.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9970.00,3.55,-43.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10034.00,3.55,-42.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10098.00,3.55,-42.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10163.00,3.55,-42.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10227.00,3.55,-42.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10292.00,3.55,-42.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10356.00,3.55,-42.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10421.00,3.55,-41.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10485.00,3.55,-41.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10550.00,3.55,-41.75,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10615.00,3.55,-41.75,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10681.00,3.55,-41.75,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10746.00,3.55,-42.91,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10812.00,3.55,-43.51,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10877.00,3.55,-43.51,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
10943.00,3.55,-44.71,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11009.00,3.55,-45.44,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11074.00,4.05,-46.17,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11140.00,4.05,-47.22,0.00,7.00,0.00,0.00,0.00,30.00,0.00,0.00
11205.00,4.05,-48.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11270.00,4.65,-50.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11334.00,4.65,-51.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11399.00,4.65,-51.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11463.00,4.65,-50.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11528.00,4.65,-50.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11592.00,4.65,-50.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11657.00,4.65,-50.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11721.00,4.65,-50.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11786.00,4.65,-50.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11850.00,4.65,-50.30,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
11917.00,4.65,-49.60,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
11983.00,4.65,-49.60,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12050.00,4.65,-50.47,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12116.00,4.65,-50.47,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12183.00,4.65,-51.21,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12250.00,4.65,-51.21,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12316.00,4.65,-51.80,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12383.00,4.65,-51.80,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12449.00,4.65,-52.37,0.00,1.00,9.00,0.00,0.00,20.00,33.00,0.00
12516.00,4.65,-53.11,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12582.00,4.65,-54.33,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12649.00,5.18,-56.14,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12716.00,5.18,-58.64,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12782.00,5.84,-61.54,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12849.00,5.84,-64.41,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12915.00,5.84,-66.53,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
12982.00,6.67,-68.59,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13048.00,6.67,-71.91,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13115.00,6.67,-75.65,0.00,8.00,3.00,0.00,0.00,32.00,24.00,0.00
13181.00,7.20,-78.62,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13247.00,7.20,-81.16,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13313.00,7.20,-83.35,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13378.00,7.20,-83.35,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13444.00,7.20,-82.70,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13508.00,7.20,-82.70,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13574.00,7.20,-82.70,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13639.00,7.20,-81.91,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13705.00,7.20,-81.91,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13770.00,7.20,-81.91,0.00,0.00,0.00,5.00,0.00,0.00,0.00,24.00
13837.00,7.20,-80.84,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
13901.00,7.20,-80.84,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
13967.00,6.68,-80.19,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14032.00,6.68,-79.59,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14098.00,6.68,-79.59,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14163.00,6.68,-79.08,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14229.00,6.68,-79.08,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14295.00,6.68,-78.40,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14360.00,6.68,-77.84,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14426.00,6.68,-77.84,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
14492.00,6.68,-77.01,0.00,11.00,0.00,8.00,0.00,0.00,0.00,28.00
14558.00,6.16,-77.01,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
14625.00,6.16,-77.01,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
14693.00,6.16,-77.01,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
14760.00,6.16,-77.01,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
14828.00,6.16,-78.23,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
14896.00,6.16,-78.87,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
14963.00,6.16,-78.87,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15031.00,6.16,-79.87,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15098.00,6.16,-80.80,0.00,11.00,0.00,8.00,0.00,28.00,0.00,28.00
15167.00,6.71,-81.75,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15232.00,6.71,-82.40,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15297.00,6.71,-83.46,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15363.00,6.71,-85.40,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15428.00,6.71,-88.09,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15494.00,6.71,-91.07,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15559.00,6.71,-94.32,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15625.00,7.26,-98.26,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15690.00,7.26,-102.28,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15757.00,7.26,-105.88,0.00,9.00,0.00,0.00,0.00,33.00,0.00,0.00
15824.00,7.26,-109.59,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
15891.00,7.26,-113.33,0.00,3.00,0.00,5.00,0.00,23.00,0.00,24.00
35959.00,6.20,-100.60,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36016.00,3.33,-65.04,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36075.00,1.24,-39.12,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36141.00,1.24,-36.49,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36206.00,1.24,-40.41,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36272.00,1.24,-42.30,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36337.00,1.24,-42.30,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36403.00,1.24,-41.78,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36468.00,1.24,-41.78,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36534.00,1.24,-41.78,0.00,0.00,7.00,0.00,0.00,0.00,30.00,0.00
36599.00,1.24,-41.78,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
36665.00,1.24,-41.78,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
36730.00,1.24,-41.78,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
36796.00,1.24,-42.68,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
36861.00,1.24,-43.19,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
36927.00,1.24,-43.19,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
36993.00,1.24,-43.95,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
37058.00,1.24,-44.85,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
37124.00,1.80,-45.53,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
37189.00,1.80,-45.53,0.00,6.00,0.00,0.00,0.00,28.00,0.00,0.00
37255.00,1.80,-46.13,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37321.00,1.80,-46.13,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37388.00,1.80,-46.93,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37454.00,1.80,-47.93,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37521.00,1.80,-49.45,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37587.00,2.34,-50.98,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37654.00,2.34,-52.24,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37721.00,2.34,-53.45,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37787.00,2.34,-54.82,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37854.00,2.34,-56.49,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37920.00,3.21,-58.56,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
37987.00,3.21,-60.83,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38053.00,3.21,-62.97,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38120.00,3.21,-65.05,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38187.00,3.89,-67.26,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38253.00,3.89,-69.74,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38320.00,4.40,-72.32,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38386.00,4.40,-74.90,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38453.00,4.40,-78.12,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38519.00,4.96,-81.75,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00
38586.00,4.96,-84.99,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
38652.00,4.96,-88.00,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
38719.00,5.51,-90.27,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
38786.00,5.51,-91.12,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
38852.00,5.51,-92.00,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
38919.00,5.51,-93.95,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
38985.00,5.51,-95.77,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39052.00,5.51,-96.97,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39118.00,5.51,-98.56,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39185.00,6.02,-100.50,0.00,3.00,0.00,4.00,0.00,23.00,0.00,23.00
39252.00,6.02,-101.68,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39319.00,6.02,-102.21,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39386.00,6.02,-102.21,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39452.00,6.02,-102.21,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39519.00,6.02,-101.56,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39585.00,6.02,-101.56,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39652.00,6.02,-101.03,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39718.00,6.02,-101.03,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39785.00,6.02,-100.39,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39852.00,6.02,-99.58,0.00,0.00,0.00,2.00,0.00,0.00,0.00,20.00
39917.00,6.02,-98.90,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
39983.00,6.02,-98.90,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40048.00,6.02,-98.34,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40114.00,6.02,-97.48,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40179.00,6.02,-97.48,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40245.00,6.02,-97.48,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40310.00,6.02,-96.51,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40376.00,6.02,-95.89,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40441.00,6.02,-95.33,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40507.00,5.45,-95.33,7.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
40572.00,5.45,-94.51,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
40638.00,5.45,-94.51,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
40704.00,5.45,-93.64,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
40769.00,5.45,-92.84,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
40835.00,5.45,-92.33,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
40900.00,5.45,-92.33,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
40966.00,5.45,-91.75,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
41031.00,5.45,-91.75,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
41097.00,5.45,-90.58,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
41162.00,5.45,-89.76,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
41228.00,5.45,-89.20,0.00,8.00,1.00,0.00,0.00,32.00,21.00,0.00
