Time,theta_x,theta_y,PX,NX,PY,NY,PX_raw,NX_raw,PY_raw,NY_raw
147120.00,3.61,-63.35,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147186.00,3.61,-62.73,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147253.00,3.61,-62.73,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147319.00,3.61,-62.73,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147386.00,3.61,-62.73,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147452.00,3.61,-62.21,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147519.00,3.61,-62.21,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
147587.00,3.61,-61.63,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
147653.00,3.61,-61.63,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
147721.00,3.61,-62.60,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
147788.00,3.61,-63.30,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
147856.00,3.61,-63.30,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
147923.00,3.61,-64.43,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
147991.00,3.61,-65.99,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
148059.00,3.61,-67.72,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
148126.00,4.22,-69.10,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
148194.00,4.22,-70.30,0.00,7.00,1.00,0.00,0.00,30.00,21.00,0.00
148262.00,4.22,-71.81,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148330.00,4.22,-73.62,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148400.00,4.82,-74.76,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148468.00,4.82,-74.76,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148537.00,4.82,-74.76,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148605.00,4.82,-74.12,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148674.00,4.82,-74.12,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148743.00,4.82,-72.87,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148811.00,4.82,-72.87,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148880.00,4.82,-72.87,8.00,0.00,0.00,10.00,28.00,0.00,0.00,30.00
148948.00,4.82,-72.87,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149016.00,4.82,-72.29,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149084.00,4.82,-71.60,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149151.00,4.82,-71.60,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149219.00,4.82,-71.60,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149286.00,4.82,-71.60,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149354.00,4.82,-71.60,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149422.00,4.29,-71.60,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149489.00,4.29,-70.96,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149557.00,4.29,-70.96,5.00,0.00,0.00,1.00,24.00,0.00,0.00,19.00
149624.00,4.29,-70.96,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
149691.00,4.29,-70.96,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
149757.00,4.29,-70.96,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
149824.00,4.29,-69.97,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
149891.00,4.29,-69.97,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
149957.00,4.29,-69.97,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
150024.00,4.29,-69.97,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
150090.00,4.29,-69.02,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
150157.00,4.29,-68.51,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
150223.00,4.29,-68.51,0.00,0.00,0.00,4.00,0.00,0.00,0.00,23.00
150290.00,4.29,-68.51,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150358.00,4.29,-68.51,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150425.00,4.29,-68.51,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150493.00,4.29,-69.14,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150560.00,4.29,-69.87,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150628.00,4.29,-70.95,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150695.00,4.29,-72.04,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150763.00,4.29,-72.67,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150831.00,4.29,-72.67,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150898.00,4.29,-73.90,0.00,5.00,4.00,0.00,0.00,27.00,25.00,0.00
150967.00,4.29,-74.76,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151033.00,4.29,-75.67,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151101.00,4.29,-76.29,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151169.00,4.29,-76.29,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151236.00,4.29,-75.33,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151304.00,4.29,-74.65,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151371.00,4.29,-74.65,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151439.00,4.29,-74.65,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151506.00,4.29,-74.65,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151574.00,4.29,-74.65,3.00,0.00,0.00,1.00,22.00,0.00,0.00,19.00
151643.00,4.29,-74.65,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
151709.00,4.29,-73.94,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
151777.00,4.29,-73.94,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
151844.00,4.29,-73.94,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
151912.00,4.29,-73.94,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
151980.00,4.29,-73.19,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
152047.00,4.29,-73.19,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
152115.00,4.29,-73.19,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
152182.00,4.29,-73.19,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
152250.00,4.29,-73.19,8.00,0.00,5.00,0.00,28.00,0.00,27.00,0.00
152318.00,4.29,-72.40,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152386.00,4.29,-72.40,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152455.00,4.29,-72.40,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152523.00,4.29,-73.57,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152593.00,4.29,-74.38,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152662.00,4.29,-74.38,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152730.00,4.29,-75.87,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152799.00,4.83,-77.82,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152867.00,4.83,-79.57,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
152936.00,4.83,-81.44,0.00,8.00,10.00,0.00,0.00,32.00,34.00,0.00
153005.00,4.83,-83.79,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153071.00,5.46,-85.99,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153138.00,5.46,-86.84,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153204.00,5.46,-86.84,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153271.00,5.46,-86.27,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153337.00,5.46,-86.27,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153404.00,5.46,-85.38,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153470.00,5.46,-85.38,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153537.00,5.46,-85.38,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153604.00,5.46,-84.42,0.00,0.00,0.00,8.00,0.00,0.00,0.00,28.00
153670.00,5.46,-84.42,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
153737.00,5.46,-84.42,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
153803.00,5.46,-84.42,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
153870.00,5.46,-83.51,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
153936.00,5.46,-83.51,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
154003.00,5.46,-82.84,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
154070.00,5.46,-82.84,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
154136.00,5.46,-82.84,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
154203.00,5.46,-82.84,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
154269.00,5.46,-82.15,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
154336.00,5.46,-82.15,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154402.00,5.46,-81.58,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154469.00,5.46,-81.58,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154535.00,5.46,-80.86,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154602.00,5.46,-80.86,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154669.00,5.46,-80.86,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154735.00,5.46,-80.30,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154802.00,4.85,-80.30,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154868.00,4.85,-80.30,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
154935.00,4.85,-79.75,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
155001.00,4.85,-79.75,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155068.00,4.85,-78.88,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155134.00,4.85,-78.88,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155201.00,4.85,-78.27,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155268.00,4.85,-78.27,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155334.00,4.85,-78.27,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155401.00,4.85,-78.27,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155467.00,4.85,-77.55,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155534.00,4.85,-77.55,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155600.00,4.85,-76.93,0.00,0.00,9.00,0.00,0.00,0.00,33.00,0.00
155667.00,4.85,-76.93,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
155734.00,4.85,-76.93,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
155800.00,4.85,-76.39,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
155867.00,4.85,-76.39,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
155933.00,4.85,-75.77,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
156000.00,4.85,-75.77,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
156066.00,4.85,-75.77,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
156133.00,4.85,-75.26,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
156199.00,4.85,-75.26,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
156266.00,4.85,-74.76,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
156333.00,4.85,-74.76,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156399.00,4.85,-74.17,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156466.00,4.85,-74.17,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156532.00,4.85,-74.17,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156599.00,4.85,-74.17,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156665.00,4.85,-73.45,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156732.00,4.85,-73.45,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156798.00,4.85,-72.89,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156865.00,4.85,-72.89,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156932.00,4.85,-72.89,3.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
156998.00,4.85,-72.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157064.00,4.85,-71.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157129.00,4.85,-71.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157195.00,4.85,-71.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157260.00,4.30,-71.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157326.00,4.30,-71.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157391.00,4.30,-71.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157457.00,4.30,-70.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157522.00,4.30,-70.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157588.00,4.30,-70.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157654.00,4.30,-70.75,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
157721.00,4.30,-70.75,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
157789.00,4.30,-70.75,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
157856.00,4.30,-70.75,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
157924.00,4.30,-71.57,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
157991.00,4.30,-72.76,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
158059.00,4.30,-74.00,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
158127.00,4.30,-75.06,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
158194.00,4.30,-75.89,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
158262.00,4.30,-76.74,0.00,6.00,0.00,1.00,0.00,28.00,0.00,19.00
158329.00,4.85,-77.62,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158396.00,4.85,-78.21,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158462.00,4.85,-78.21,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158529.00,4.85,-78.21,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158596.00,4.85,-78.21,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158662.00,4.85,-78.21,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158729.00,4.85,-77.52,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158795.00,4.85,-77.52,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158862.00,4.85,-77.52,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158928.00,4.85,-76.96,0.00,0.00,3.00,0.00,0.00,0.00,24.00,0.00
158995.00,4.85,-76.96,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159063.00,4.85,-76.96,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159130.00,4.85,-76.96,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159198.00,4.85,-78.14,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159265.00,4.85,-79.41,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159333.00,4.85,-80.35,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159400.00,4.85,-80.35,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159468.00,4.85,-81.89,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159536.00,5.40,-84.11,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159603.00,5.40,-85.67,0.00,7.00,0.00,9.00,0.00,30.00,0.00,29.00
159671.00,5.40,-86.66,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
159737.00,5.40,-87.68,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
159804.00,5.40,-88.42,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
159870.00,5.40,-88.42,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
159937.00,5.40,-87.86,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
160004.00,5.40,-87.86,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
160070.00,5.40,-87.86,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
160137.00,5.40,-87.08,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
160203.00,5.40,-87.08,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
160270.00,5.40,-87.08,0.00,0.00,0.00,9.00,0.00,0.00,0.00,29.00
160336.00,5.40,-86.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160402.00,5.40,-86.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160467.00,5.40,-85.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160533.00,5.40,-85.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160599.00,5.40,-85.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160664.00,5.40,-85.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160730.00,5.40,-85.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160795.00,5.40,-84.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160861.00,5.40,-84.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160926.00,5.40,-84.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160992.00,5.40,-83.72,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161059.00,5.40,-83.72,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161127.00,5.40,-83.72,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161195.00,5.40,-83.72,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161262.00,5.40,-82.71,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161330.00,5.40,-82.71,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161397.00,5.40,-82.20,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161465.00,5.40,-82.20,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161532.00,5.40,-81.68,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161600.00,5.40,-81.15,11.00,0.00,2.00,0.00,0.00,0.00,22.00,0.00
161668.00,5.40,-81.15,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
161734.00,5.40,-81.15,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
161801.00,5.40,-80.54,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
161867.00,5.40,-80.54,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
161934.00,5.40,-79.97,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
162000.00,5.40,-79.97,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
162067.00,5.40,-79.97,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
162134.00,5.40,-79.40,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
162200.00,4.84,-79.40,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
162267.00,4.84,-78.87,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
162333.00,4.84,-78.87,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162400.00,4.84,-78.87,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162466.00,4.84,-78.26,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162533.00,4.84,-78.26,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162599.00,4.84,-77.63,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162666.00,4.84,-77.63,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162733.00,4.84,-77.63,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162799.00,4.84,-77.63,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162866.00,4.84,-77.04,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162932.00,4.84,-77.04,0.00,0.00,0.00,3.00,0.00,0.00,0.00,21.00
162999.00,4.84,-76.54,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163065.00,4.84,-76.54,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163132.00,4.84,-76.54,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163198.00,4.84,-75.90,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163265.00,4.84,-75.90,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163332.00,4.84,-75.05,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163398.00,4.84,-75.05,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163465.00,4.84,-75.05,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163531.00,4.84,-74.50,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163598.00,4.84,-74.50,9.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
163664.00,4.84,-74.50,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
163732.00,4.84,-74.50,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
163800.00,4.84,-74.50,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
163867.00,4.84,-73.57,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
163935.00,4.84,-73.02,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
164002.00,4.84,-73.02,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
164070.00,4.84,-73.02,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
164137.00,4.84,-73.02,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
164205.00,4.84,-73.02,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
164273.00,4.84,-73.02,5.00,0.00,0.00,11.00,24.00,0.00,0.00,0.00
164341.00,4.84,-72.36,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164408.00,4.84,-72.36,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164475.00,4.84,-72.36,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164543.00,4.84,-71.82,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164611.00,4.84,-71.82,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164678.00,4.84,-71.82,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164746.00,4.84,-71.13,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164813.00,4.84,-71.13,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164881.00,4.84,-71.13,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
164948.00,4.84,-71.13,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00
165017.00,4.84,-70.44,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165083.00,4.84,-70.44,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165149.00,4.31,-70.44,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165216.00,4.31,-70.44,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165282.00,4.31,-69.83,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165349.00,4.31,-69.83,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165415.00,4.31,-69.83,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165482.00,4.31,-69.21,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165549.00,4.31,-69.21,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165615.00,4.31,-69.21,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00
165683.00,4.31,-69.21,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
165749.00,4.31,-68.69,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
165817.00,4.31,-68.69,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
165884.00,4.31,-68.69,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
165952.00,4.31,-68.11,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
166020.00,4.31,-68.11,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
166087.00,4.31,-68.11,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
166155.00,4.31,-68.11,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
166222.00,4.31,-68.11,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
166290.00,4.31,-68.11,0.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00
166359.00,4.31,-67.32,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166426.00,4.31,-67.32,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166495.00,4.31,-67.32,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166563.00,4.31,-68.13,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166632.00,4.31,-69.35,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166701.00,4.31,-70.88,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166769.00,4.31,-72.36,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166839.00,4.31,-73.42,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166907.00,4.31,-74.24,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
166976.00,4.31,-75.25,0.00,10.00,6.00,0.00,0.00,35.00,28.00,0.00
167045.00,4.85,-76.58,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
167111.00,4.85,-77.79,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
167178.00,4.85,-78.47,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
167244.00,4.85,-78.47,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
167311.00,4.85,-78.47,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
167377.00,4.85,-78.47,0.00,0.00,1.00,0.00,0.00,0.00,21.00,0.00
